AT1G06580.1	Q9SHK2
AT1G24580.1	A0A178WGW1,Q9FYK6
AT1G67856.1	A0A5S9WQD0,B3H543
AT5G67100.1	Q9FHA3,A0A7G2FL28
AT1G30290.1	F4I4T7
AT5G55090.1	Q9FLQ2,A0A654GBL3
AT3G29030.1	Q38864,A0A384KND8,Q1ECM3
AT2G34780.1	F4IIV5
AT1G70350.1	A0A178WPK7,Q6NQH1
AT3G01780.1	F4J8D3
AT3G01740.1	Q9S799,A0A654F383
AT5G14290.1	A0A178UN64,Q1PDW9
AT2G16390.1	Q9SIW2
AT1G30210.1	Q9C758,A0A178W971
AT1G19700.1	Q9FXG8-1,A0A654EBF2
AT2G36050.1	Q9SJ45,A0A178VSX7
AT1G73530.1	Q9FX45,A0A7G2E5L5
AT2G28610.1	Q9SIB4,A0A384LML6,Q1PEZ2
AT1G24530.1	Q9FYL1
AT5G01230.1	Q8GUN8,A0A654FX87
AT1G02920.1	Q9SRY5,A0A178W5T1
AT1G02930.1	P42760,A0A178WN35
AT2G01620.1	Q9ZU90
AT4G29210.1	Q9M0G0-1,A0A178UZT3
AT3G52740.1	Q9LXJ1,A0A178VBP1
AT5G17910.1	Q9FKN5
AT3G01890.1	Q147F4
AT5G14170.1	Q9FMT4,A0A178UDN5
AT1G44542.1	Q94LA9,A0A178WG68
AT4G34180.1	Q93V74,A0A178V1W8
AT4G24275.1	A0A178UXY7,Q84R17
AT4G02350.1	F4JHH5
AT5G06920.1	Q9FL53,A0A5S9Y2C5
AT5G22980.1	Q9FFB0
AT3G23630.1	Q94ID1,A0A178V807
AT5G49120.1	Q9FH22
AT5G66990.1	Q9FGD1,A0A5S9YIU4
AT5G40260.1	Q8LFH5-1,A0A178UC63
AT5G48385.1	Q67ZB3
AT5G48250.1	Q9LUA9,A0A178UQF1
AT2G12646.1	Q1G3Q4,A0A384KUM4
AT2G12400.1	Q8H0U2
AT5G38510.1	Q9FFX0,A0A5S9Y916
AT1G48560.2	F4HYH8
AT1G76440.1	A0A178W5Q2,Q9S842
AT3G02970.1	Q9M8T8
AT2G33710.2	F4IFX1
AT2G37880.1	A0A178VRZ9,Q1PEW0
AT5G54540.1	A0A178UJA8,Q9FIV0
AT2G45060.1	Q94AZ5,A0A178VZU1
AT4G08455.1	A0A178UV67,A0A384L3I7
AT5G62130.2	F4K556
AT4G00026.1	Q1G3L1,A0A5S9XNE6
AT3G10680.1	Q9S732,A0A384KLY6
AT5G23530.1	Q9LT10,A0A178UGJ5
AT2G19540.1	Q9ZUN8
AT4G17810.1	Q6NNI6,A0A178V201
AT3G20250.1	A0A2H1ZEI5
AT4G30270.1	P24806,A0A384LKB4,Q0WLB0
AT1G68660.1	Q9SX29-1,A0A178WMY2
AT2G36220.1	Q9SJN3
AT1G15990.1	Q9S9N5
AT1G19780.1	Q9FXH6
AT4G03100.1	F4JI46,A0A7G2EXC1
AT5G35360.3	F4JYE0
AT1G22500.1	Q9SK92,A0A178WCV0
AT4G21870.1	O49710,A0A178UUY5
AT5G44260.1	Q9FKW2,A0A654G8C8
AT5G11970.1	A0A178UDQ1,Q9LYH6
AT2G47420.1	O22268,A0A178VWJ8
AT3G15950.1	Q9LSB4-1
AT5G15430.1	Q9LF39
AT3G57030.1	Q4V3D9
AT5G07020.1	Q9FL44
AT2G22750.2	Q1PF17-1
AT2G35040.1	A0A5S9X4B6,Q8RWT5
AT5G63970.1	Q8RX26,A0A178U7R6
AT5G59340.1	Q6X7K1,C0SVU6
AT2G43060.1	Q9SKX1
AT5G48580.1	Q38936,A0A178UPA7
AT3G47640.1	Q9SN74,A0A654FHH8
AT4G21760.1	Q9SVS1
AT4G19490.1	F4JT76-1
AT3G51060.1	Q9SD40-1
AT5G33210.1	F4KH89-1
AT2G18390.1	Q9ZPX1,A0A178VQD7
AT1G71680.1	Q9C9J0,A0A178WMN6
AT5G17690.1	Q946J8,Q058P7
AT2G17710.1	A0A654ETQ1,Q8W1E8
AT3G61730.1	Q9M365,A0A5S9XNN5
AT5G36000.1	Q9FGB8
AT5G03905.1	Q8LCY2,A0A178UMC4
AT5G59810.1	F4JXC5
AT5G59990.1	A0A178U8Q1,Q9FJD8
AT1G67970.1	Q9S7U5,A0A178WF00
AT5G56880.1	Q9LV38
AT1G08140.1	Q8GX92,A0A178WPX4
AT2G46225.2	B3H5V3
AT5G13150.1	Q9FY95
AT5G52890.2	A0A654GAC5,Q9FLX2
AT3G12690.1	Q9LTW5,A0A5S9XBH5
AT2G40740.1	Q9SHB5-1,C0SV81
AT2G15400.1	Q39212-1,A0A384LLK9,Q0WRA4
AT2G15430.1	Q39211,A0A178W202
AT2G18400.1	A0A178VTV9,Q9ZPX2
AT2G18350.1	Q9ZPW7,A0A5S9WZ37
AT1G72790.1	A0A5S9WTU5,Q9CAJ1
AT3G47840.1	Q9STS9
AT2G45170.1	Q8S926,A0A178VZA0
AT5G24600.1	A0A178URV3,Q9FLU4
AT5G51460.1	O64896-1,A0A178UCG0
AT4G34630.1	A0A654FVZ4,O65687
AT3G14190.1	Q9LJG6,A0A654F717
AT4G23450.2	F4JNK0
AT3G21550.1	Q9LVF1,A0A178VDX9
AT5G25760.1	Q8LGF7,A0A654G461
AT2G22770.1	Q8S3F1,A0A178VWP9
AT1G09920.1	A0A178WIJ6,Q8L7A5
AT4G34770.1	A0A178V211,Q9SW57
AT2G03780.1	A0A654ET18,Q8GZ75
AT4G15790.1	A0A178UXU6,Q8VYF2
AT1G11130.1	Q8RWZ1,A0A5S9TUI2,C0LGE3
AT1G48110.1	F4HWS5
AT3G17330.1	Q1JPL5
AT4G17490.1	Q8VZ91
AT1G17360.1	Q9LQI8
AT2G19940.1	A0A1P8B108
AT1G75730.1	A4FVS5
AT4G13420.1	Q9M7K4,Q53XI1
AT4G37590.1	Q0WL52
AT4G23810.1	Q9SUP6,A0A178UV74
AT3G22160.1	Q9LIE6,A0A178V8Z5
AT4G31730.1	O81775,A0A178UXJ2
AT3G60380.1	Q9M221
AT1G76200.1	Q8LDK3,A0A178WMC2
AT2G41180.1	O80669,A0A178VQI4
AT5G60950.1	Q9FME5
AT3G19430.1	F4JB74
AT1G60670.2	Q94AP2
AT1G30300.1	A0A384KG85,Q6NNG9
AT2G37740.1	O80942,A0A5S9X516
AT2G44210.2	B9DGK6
AT5G51600.1	Q9FHM4,A0A178UES8
AT1G02065.1	Q8GXL3-1,A0A178WH70
AT3G15190.1	Q9ASV6,A0A178VMN1
AT1G68520.1	Q8LG76,A0A178WLD4
AT2G35420.1	Q6NKR1
AT3G58690.1	F4J5Y7
AT4G35190.1	Q8LBB7,A0A178UWQ5
AT1G15140.1	Q9XI55,A0A178WAY6
AT1G15280.2	Q8H1F3
AT1G15370.1	A0A178WMK2,Q9XI32
AT3G51390.1	Q7XA86,A0A178VFJ8
AT5G50840.2	F4KAG0
AT1G03820.1	A0A178W1S3,Q9ZWA4
AT2G34310.1	A0A654F9D9,O80780
AT4G01180.1	Q9M150
AT5G59390.1	Q9LTJ0
AT2G28200.1	Q681X4,A0A178VUQ3
AT5G23590.1	A0A178UUG2,Q8L7M3
AT5G27000.1	O81635
AT4G28530.1	Q8GUJ6,A0A178UT39
AT2G30505.1	Q0WLX9
AT2G36895.1	A0A178VQ80,Q8L771
AT5G47470.1	Q9FGL0
AT5G20130.1	A0A178UF97,Q8LAF9
AT4G17040.1	Q8LB10,A0A178V785
AT1G70520.1	Q9CAL3
AT1G26480.1	Q9C5W6,A0A178WJF9
AT5G41940.1	A0A178UT72,Q67YN2
AT3G03950.3	Q3MK94-1,A0A654F3W6
AT2G46470.1	A0A178W0K4,Q9SKD3
AT4G20150.1	A0A178UZ79,Q94AL6
AT1G28815.1	A0A178WR05,Q9SHQ5
AT5G06250.2	Q9FNI3-1
AT3G22540.1	A0A384LJQ2,Q9LJ92
AT1G67170.1	Q84TD8,A0A178WGE5
AT3G16180.1	Q8LPL2,A0A178VM86
AT1G29390.1	F4I1G5-1,A0A178WEF2
AT1G29395.1	Q94AL8,A0A178W3Z0
AT2G19600.1	Q9ZUN3-1
AT3G57060.2	F4J246
AT1G79960.1	Q9S7T5,A0A178W942
AT3G63220.2	Q9M1W7-1
AT1G71780.1	A0A654EN74,F4IA30
AT2G47270.1	O22901,A0A178VV95
AT1G54710.1	Q8H1Q5,A0A178W703
AT5G02640.1	Q9LZ38
AT2G44600.1	A0A178VUY8,O80500
AT5G25265.1	Q8W4E6,A0A178UGC6,A0A384KAX2
AT1G34370.1	Q9C8N5-1,A0A178WM47
AT4G18020.1	Q6LA43-1
AT5G45370.2	F4KD68-1,A0A178UG70
AT1G80940.1	A0A7G2E4K0,Q9SAG6
AT5G59080.1	A0A654GCI2,Q9FGU5
AT1G31130.1	A0A178WHK2,Q9SA06
AT4G19460.1	F4JT73
AT3G54360.1	Q9M2V1,A0A5S9XLG1
AT5G57340.2	Q9LVC4
AT3G49430.1	A2RVS6-1,A0A654FE92
AT3G59670.1	A0A5S9XP21,Q56XZ5
AT4G31990.3	B9DG21
AT4G24150.1	Q9SU44
AT1G11755.1	Q8H0V2,A0A178W879
AT4G12730.1	Q9SU13
AT2G25737.1	Q8L7A0,A0A654EXR3
AT2G27470.1	Q9ZQH2,A0A654EWP5
AT1G31500.4	A8MS41-1
AT5G53560.1	Q42342,A0A178USU5
AT1G22640.1	Q9S9K9,A0A178WFN1
AT4G26220.1	Q9C5D7,A0A178UVT2
AT1G15030.1	Q9M9Q2
AT2G24550.1	Q945P6,A0A654EXD3
AT1G50300.1	Q9AST1
AT5G35750.1	Q9C5U2
AT3G03610.1	A0A384KGV6,Q8VXW7
AT3G51070.1	Q9SD39
AT3G59630.1	A0A654FJA0,Q9M1A5
AT5G03150.1	Q700D2,A0A5S9Y1R8
AT3G04910.1	Q9CAV6-1,A0A654F9F9
AT3G23200.1	Q8L7R5
AT3G55470.1	Q9M2T2,A0A384LCI5
AT1G43850.1	Q8W234
AT5G07580.1	Q9LY05,A0A5S9Y2L9
AT1G28100.4	F4HWG6
AT3G60740.1	Q8L5R3,A0A178VIF8
AT3G05200.1	Q8RXX9,A0A178V9T3
AT2G21510.1	A0A384KS67,Q9SJS8
AT1G69190.1	Q1ENB6,A0A654EMF2
AT4G30000.2	Q9SZV3-2
AT3G54610.1	Q9AR19,A0A178VL29
AT4G17650.1	A0A178V105,F4JP95
AT2G35290.1	A0A654F0H5,Q8GWV0
AT3G48550.1	A0A384KX49,Q9SMP3
AT3G04280.1	Q9M8Y4,A0A178VDZ9
AT2G37050.3	C0LGM1
AT2G17120.1	O23006,A0A178VYE4
AT1G69390.1	Q9C4Z7,A0A178W352
AT2G03810.1	A0A384KJ81,F4ITB8
AT5G46110.4	A0A219I0W9
AT2G38240.1	O80449,A0A654FAH7
AT5G62020.1	Q9SCW4,A0A384KDZ5,C0SVV5
AT5G61980.1	Q9FIT8,A0A178ULW4
AT5G62720.1	Q8GZ51
AT2G43710.1	O22832-1
AT1G53180.1	Q8VZW0
AT1G29860.1	Q93WV4,A0A384KPS1,C0SUY3
AT1G63855.3	F4I3S4
AT5G20150.1	Q8LBH4,A0A654G2V5
AT3G59510.1	A0A5S9XMG2,Q9M1B6
AT1G29260.1	Q9XF57,A0A178WDC3
AT4G37300.1	A0A7G2F438,O23157
AT1G02990.3	A0A654E8E7,F4HZ99
AT5G22390.1	A0A178UH66,Q9FMR2
AT1G18340.1	A0A5S9V0V9,Q8LF41
AT3G05500.1	Q9MA63,A0A178VB80
AT1G47570.1	A0A654EGI4,Q6NL06
AT4G00830.1	Q9ASP6-1,A0A654FKQ0
AT2G17450.1	O22755,A0A178VZ20
AT1G76070.1	A0A178WBT9,Q9SGS5
AT5G54110.1	Q1ECE0,A0A5S9YDT8
AT1G14270.1	F4HUI0
AT4G02390.1	Q11207,A0A654FL82
AT1G61050.1	Q9C949
AT5G49220.1	A0A178UF50,Q8VZK6
AT5G44450.1	Q5PP70
AT5G47890.1	Q9FIJ2,A0A178UNC1
AT1G77250.1	Q1JPM3
AT1G77200.1	O80654,A0A178WNI8
AT2G13570.1	Q9SIT9,A0A384KFW4,C0SV44
AT1G02040.1	Q3EDL3
AT2G35470.1	A0A178VR18,O82293
AT3G03140.1	Q9M9N3
AT3G02910.1	Q9M8T3
AT5G66100.1	A0A178UJQ0
AT5G27830.4	F4K5P6
AT2G36360.5	F4IMW2
AT1G56290.1	Q93ZX4
AT1G53860.1	Q6DBE3
AT1G27710.1	A0A654EIJ5,Q9SFY8
AT5G62190.1	Q39189,A0A654GD89
AT1G68110.1	Q9C9X5,A0A178W783
AT5G53310.1	A0A178UGH0,Q9ASY2
AT1G03600.1	Q9LR64,A0A178WF34
AT1G14620.1	A0A178W4N9,Q8L7U3
AT3G14950.1	F4IXE4,A0A654F7A8
AT5G53950.1	O04017,A0A5S9YE20
AT4G02110.1	O04251,A0A654FL36
AT2G37930.1	F4IRX2
AT1G08220.1	A0A5S9T8B9,Q0WRX7
AT4G29360.1	Q8VYE5-1
AT4G30410.1	Q9M0B9,A0A178V334
AT4G24190.1	Q9STX5-1
AT1G13360.1	A0A178W276,Q9FX61
AT3G19850.1	Q9LT24,A0A7G2EMV0
AT1G51700.1	O82155,A0A384L6K9,Q1ECG2
AT5G57030.1	Q38932
AT5G03530.1	O49841,A0A178UJG3
AT4G17000.1	O23544
AT3G17900.1	Q9ASZ4,A0A5S9XD64
AT1G59750.1	Q8L7G0-1,A0A654EJH5,B9DGM9
AT5G41800.1	Q8L4X4,A0A178UJJ8
AT1G64370.1	A0A178WCN7,Q9C7W1
AT5G52520.1	Q9FYR6,A0A5S9YDC0
AT1G31870.1	Q9C6S8
AT2G46510.1	Q9ZPY8,A0A178VP13
AT3G05980.1	A0A384LL21,Q9SFG2
AT3G06020.1	Q9SFG6,A0A5S9X9V0
AT5G65000.1	Q8LES0-1,A0A654GE75
AT3G25870.1	A0A384LCK8,Q9LUA5
AT3G25790.1	Q9LS00
AT2G33435.1	A0A7G2EG19,F4IVU7
AT2G33400.1	A0A654EYH4,Q8H1N0
AT2G42370.1	Q9SLC2
AT3G58110.1	Q9M2K5,A0A384KF63
AT5G08415.1	Q8LEE8,A0A178UNA7
AT3G11530.1	A0A384KMM9,F4J6B8
AT4G38470.1	F4JTP5,A0A5S9XZR8
AT4G10300.1	A0A5S9XQY4,Q9SV91
AT3G25710.1	Q9LS08,A0A178VA88
AT1G06260.1	A0A654E8A8,Q9LNC1
AT1G06250.1	Q9LNC2
AT3G09000.1	Q9S7V5,A0A384L0R7
AT1G12330.1	A0A178W7W2,Q9LNB2
AT2G47260.1	O22900,A0A654F2Q1
AT3G02800.1	Q681Z2
AT5G45140.1	F4KD38,A0A178UEB4
AT3G54080.1	A0A654FFR6,Q9M395
AT3G63410.1	Q9LY74,A0A178VHS6
AT4G34120.1	Q9C5D0,A0A178V5S0
AT1G63010.5	F4I0G7
AT5G42000.1	Q9FHY3,A0A178UDW7
AT5G11850.1	Q8S9K4
AT1G30690.1	Q94C59,A0A384LJ62,B9DHD5
AT4G30230.1	Q9SUM1
AT1G24160.1	A0A654EEG3,O48683
AT2G36240.1	Q9SJN2
AT5G48030.1	Q8GWW8,A0A178UJR3
AT3G52100.1	F4J5R1
AT5G04930.1	P98204,A0A178UBN1
AT3G04460.1	Q9M841,A0A178VI10
AT1G26300.1	A0A5S9W0M2,Q941A9
AT1G69030.1	A0A654EMF3,F4I0I6
AT5G52920.1	Q9FLW9,A0A178U9G2
AT2G22600.1	A0A178W3C8,F4IJK5
AT3G44620.2	F4J355
AT3G44610.1	Q0V7S5
AT5G52440.1	Q9XH75,A0A5S9YDB1
AT5G62240.1	Q5XUX8,A0A654GDV7
AT5G57880.1	F4KDF5,A0A5S9YF85
AT1G71480.1	A0A654EN51,Q9C9I5
AT4G04450.1	Q9XEC3,Q1PEB9
AT1G19440.1	Q9LN49,A0A654EM15
AT3G48030.1	Q7X843-1,A0A7G2ESC0
AT5G58300.1	Q9LVM0,C0LGW1
AT4G18580.1	A0A654FQT5,Q8LBN4
AT5G59000.1	Q2HIG9
AT3G57950.1	A0A384LPB7,Q9M2Q3
AT3G09760.1	Q940P1
AT2G32160.3	B3H6T0
AT2G32170.2	F4IST2
AT4G01575.1	F4JG23
AT2G34650.1	O64682,A0A178VTE5
AT2G04700.1	Q9SJ89,A0A178VTW5
AT5G65340.1	A0A654GEB3,Q9FKQ4
AT4G39520.1	Q9SVA6,A0A178UVT9
AT1G55170.1	Q9C717,A0A178W869
AT4G33330.2	Q8GWW4-2
AT4G22190.1	Q8L4C5
AT5G15780.1	Q9LFU8
AT4G32295.1	A0A654FUT5,Q84JY3
AT5G61560.1	Q9FKG5-1,A0A178U788
AT4G23740.1	Q9SUQ3,A0A384KN23,C0LGR2
AT5G38360.1	F4KA67
AT5G55710.1	Q9FM67,A0A178URN8
AT5G38720.1	Q8GYF9
AT2G18650.1	Q9ZV53,A0A7G2E789
AT3G04630.1	Q8GYX9-2
AT1G24625.1	Q39266,A0A384LI11,Q541V6
AT4G33160.1	A0A654FV15,Q9SMZ3
AT1G63100.1	A0A2H1ZEE0
AT3G04670.1	Q9SR07-1,A0A654F437
AT3G03810.1	F4J2C8
AT3G03720.1	Q8W4K3
AT3G03770.1	Q8LFN2-1,A0A654FEC0
AT5G03180.2	F4KF77
AT1G79550.1	Q9SAJ4-1,A0A178WHC3
AT3G14172.1	F4JFS3
AT1G31730.1	Q8L7A9
AT1G09880.1	O04510
AT3G06590.1	Q9C8Z9,A0A5S9X9T6
AT1G27300.1	Q9FZK5,A0A178W3R8
AT5G55280.1	Q42545,A0A178U8G2
AT3G56880.1	A0A384LGM6,Q9LES0
AT3G05090.1	Q93ZS6,A0A384LLQ1
AT1G32120.1	F4ICK6
AT1G05020.1	Q9ZVN6,A0A5S9SMH7
AT4G16444.1	Q1H5D2,A0A178V4Z5
AT5G51120.2	F4KBV3
AT3G08600.1	Q9C9Z6,A0A384L8P4
AT3G19920.1	A0A384L9B0,Q9LT16
AT4G00480.2	F4JHC4
AT3G19550.1	A0A654F8S2,Q8LEN7
AT1G15670.1	Q9LMR5
AT3G17420.1	Q9LRP3,A0A178VMG0
AT2G24070.1	F4INP9
AT1G26470.1	Q9FZD2,A0A178W650
AT3G23290.2	Q9LW68,A0A178VHD2
AT3G11800.1	A0A5S9XBU1,Q94AI8
AT1G13870.1	Q9LMH0
AT4G03610.1	F4JGA4
AT1G26750.1	A0A178WCX1,F4HPB7
AT5G16150.1	Q56ZZ7
AT5G41270.1	A0A654G730,Q84VV1
AT4G33440.1	A0A178V3I0,Q84K13
AT2G15240.1	Q9SKL4
AT3G10020.1	Q9SR67,A0A384KII4
AT1G20410.1	A0A178WCI1,F4HSS8
AT1G69810.1	A0A654EMM9,Q9CAR4,Q058I4
AT2G01170.1	Q9ZU50-1,A0A5S9WW82
AT1G74830.1	F4HVS6
AT1G74730.1	Q94F10,A0A178WG39
AT1G75690.1	Q8GSJ6,A0A178W9N8
AT2G21870.1	Q9SJ12-1,A0A5S9X070
AT5G35080.1	Q8GWH3,A0A178UMY2
AT1G11430.1	Q9LPZ1,A0A654EAW1
AT1G67540.2	B3H4Y3
AT1G63220.1	Q9C8S6-1,A0A178WGN4
AT5G04490.1	Q9LZ76,A0A7G2FCC4
AT3G48580.1	Q9SMP1-1,A0A654FFW9
AT4G18070.1	A0A7G2EYD8,Q8VZS7
AT3G14240.1	Q9LUM3
AT4G00800.1	F4JHM9
AT1G57590.1	F4I839
AT2G15970.1	Q9XIM7-1,A0A178VY40
AT2G28790.1	Q9ZV34,A0A178VVA0
AT1G61040.1	Q9C950,A0A178WDP6
AT5G58500.1	Q9FGH2,A0A178U8N9
AT4G34150.1	A0A178V2Z8,Q945K9
AT1G70000.1	O04544,A0A178WHR6
AT3G12775.1	A0A384KCV9,F4JAZ0
AT1G71430.1	A0A178WCR9,Q9C9I0
AT2G33255.1	Q8RYE9-1
AT2G24090.1	Q8VZ55,A0A178VXN9
AT2G11890.1	Q9SIY3-1,A0A178VXF3
AT1G01490.1	O03982,A0A5S9S1S4
AT4G27410.3	F4JIU9
AT3G17210.1	Q9LUV2,A0A178VKB6
AT1G55870.1	Q9LG26-1
AT2G33585.1	A0A178VSC0,F4IFV5
AT3G58720.2	A0A384LKN3,F4J5Z1
AT1G11820.2	O65399-1,A0A178WFD7
AT2G40220.1	A0MES8
AT3G15115.1	A0A384LLT5,Q9LIM3
AT4G35230.1	Q944A7,A0A654FW65
AT3G15095.1	Q9LIM5,A0A384K8R0
AT5G54585.1	A0A178UEI6,Q8VZU6
AT5G60590.2	A0A178UIC3,F4K0E6
AT2G47900.3	C0Z2Z7,A0A178VYB2
AT1G27850.1	A0A7G2DTM2,Q9C6N3
AT1G27700.1	A0A178WLU2,Q940U5
AT2G48020.1	P93051,A0A5S9X7Z2
AT3G59770.3	F4J9G0
AT3G10670.1	Q9CAF5,A0A178VCA7
AT3G10572.1	Q8W4B2,A0A178VMT9
AT4G38630.1	P55034,A0A178V4I4
AT1G30440.1	Q9S9Q9,A0A178WNN1
AT1G64760.1	Q6NKW9
AT2G19440.1	Q9ZUP5
AT3G53190.1	Q9SCP2,Q56XU8
AT5G58720.1	O65573-1,A0A5S9YFH1
AT2G31840.1	Q9SKB6
AT5G12930.1	A0A5S9Y3L8,Q9LXU6
AT2G21450.1	Q9SJT3
AT5G41380.1	Q5Q0A4
AT4G12800.1	Q9SUI4,A0A5S9XRT0
AT5G10730.1	A0A178UIN4,Q93VH5
AT3G18310.1	A0A384LM95,Q9LS59
AT5G22790.1	Q9FGP9,A0A178UC54
AT2G44950.1	Q8RXD6,A0A178VUC4
AT2G44910.1	P92953,A0A384LKZ1,C0SV86
AT3G17950.1	Q6DR24-1,A0A178VFE9
AT2G46970.1	Q8L5W8,A0A178VNL3
AT2G46980.2	Q0WR66-1,A0A7G2EHY4
AT1G50020.1	Q9LPM3
AT3G18165.1	Q949S9,A0A5S9XDG9
AT1G62400.1	Q2MHE4,A0A178W8M6
AT5G42050.1	Q8RXN8,A0A178UIL7
AT3G03990.1	Q9SQR3,A0A178VJ27
AT4G03180.1	A0A178V3M5,Q9ZR13
AT4G30850.1	Q84N34
AT3G44330.1	Q9M292,A0A654FDL4
AT2G05620.1	Q9SL05,A0A178VUF3
AT3G48460.1	Q9STM6,A0A178VFS3
AT4G20020.1	O49429-1
AT3G05990.1	Q9SFG3
AT2G33350.1	Q6E267
AT5G64790.1	A0A654GE33,Q9LV98
AT3G60490.1	A0A5S9XMR5,Q9M210
AT2G42400.1	Q9SLB9,A0A178VSV5
AT3G61820.1	Q9M356,A0A5S9XPM5
AT1G80620.1	Q9M8M9
AT5G57790.1	F4KC44,A0A178UF18
AT2G47210.1	Q8VZL6,A0A178VRI9
AT5G67440.1	Q9FN09-1,A0A7G2FQM0
AT4G28840.1	Q6IDB0
AT2G47550.1	O22256,A0A178VWW1
AT5G56340.1	A0A5S9YEJ3,Q9FM98
AT2G32360.1	A0A654EZ99,Q9ZV64
AT3G20460.1	Q9LTP6,A0A5S9XE63
AT5G02750.1	Q8GXF8,A0A178UFN6
AT5G64030.1	Q8L7V3
AT2G21780.1	A0A654EW43,Q9SJ21
AT1G14810.1	Q8VYI4,A0A178W3P2
AT2G44440.1	Q08A72
AT2G23140.1	F4ILG6
AT3G13040.1	Q949U2,A0A178VHF6
AT1G01650.1	Q0WMJ8-1,A0A178WMP2
AT1G67330.1	Q9FYG0
AT4G16820.1	O23522,A0A654FQ33
AT3G47630.2	A0A654FIA1,Q9SN75
AT2G17350.1	A0A178VM13,Q8L8N3
AT2G37250.1	Q9ZUU1,A0A5S9X4W1
AT4G00370.1	Q8GX78,A0A5S9XNL3
AT1G73410.1	Q9FX36,A0A178WGB1
AT1G73430.1	F4HQ84,A0A654EQ44
AT5G53000.1	Q8LDQ4,A0A5S9YDS1
AT3G53630.1	Q8VXU5
AT5G57830.1	A0A5S9YG41,F4KDE6
AT2G02170.1	Q9ZUM1
AT5G04820.1	Q9FMC8
AT5G59800.1	Q9FJF4-1
AT3G46020.1	A0A654FI84,Q9LZT1
AT5G59860.1	A0A654GD09,F4JXD2
AT1G61140.1	F4HTG1
AT2G31260.1	Q8RUS5,A0A178W047
AT3G54110.1	O81845,A0A178V8U1
AT1G75360.1	Q5XVF5
AT3G57130.1	Q9M1I7-1,A0A178VNE2
AT4G01710.1	Q9M117,A0A178UZC8
AT5G65274.1	B3H6Y2,A0A654GFB2
AT2G42620.1	Q9SIM9,A0A654FBW1
AT4G33400.1	Q9SZB7
AT5G67320.1	Q9FN19,A0A178UQT7
AT5G13140.1	Q9FY96
AT1G80120.1	A0A654F1H2,Q9SSC7
AT4G32190.1	Q8H1E5
AT1G64980.1	Q9XIP8,A0A178WLM7
AT2G23090.1	A0A178VQB9,O64818
AT2G20362.1	A0A654EZJ0,Q1G3C1
AT3G02600.1	Q8LFD1-1,A0A5S9X8H7
AT1G11220.1	A0A654E9Y7,F4I7E9
AT1G11230.2	Q9SXA9
AT1G12730.1	Q94K70
AT1G63110.1	F4I1Z0
AT1G80740.1	O49139-1
AT1G24570.1	F4IAS2
AT1G27290.1	Q94F23
AT1G30860.1	Q6NQ80
AT3G06290.1	F4JAU2
AT1G20990.1	A0A5S9VBW2,F4HWC5
AT5G55530.1	A0A178UCX4,Q5HZ03
AT3G61050.1	Q9LEX1,A0A654FJN7
AT5G63050.1	Q6NM17,A0A178USK8
AT4G16470.1	O23491
AT1G28510.1	A0A654EDP4,Q9SGP9
AT1G34750.1	Q9S9Z7,A0A178WPV8
AT5G64430.1	A0A654GE46,Q9FGF3
AT3G17365.2	F4J554
AT5G25800.1	Q8L7M4-1
AT3G11945.2	F4J8K0
AT5G25530.1	A0A178US71,F4JY55
AT4G24050.1	O22985
AT2G03800.1	Q9ZPQ3,A0A5S9WWZ1
AT1G08320.1	Q93XM6-1,A0A5S9T9F5
AT1G25682.1	A0A5S9VZT3,Q9C609
AT1G25988.1	Q9C606
AT1G25510.1	Q9C6M0
AT1G26560.1	Q9FZE0,A0A654ED11
AT3G18050.1	A0A654F9L6,Q9LV36
AT5G53045.1	Q8GWD7
AT1G67040.1	Q9FZH7
AT1G75590.1	F4HZ54
AT3G45260.1	Q944L3
AT4G09960.3	A8MQL9
AT4G14145.1	A0JPW4
AT5G35380.1	F4JZT9
AT4G00720.1	Q96287,A0A384L228,Q0WWY4
AT1G78340.1	Q8GYM1,A0A178W934
AT1G53320.1	Q93VI8,A0A178WNG9
AT1G53400.1	A0A178W898,Q9MAG2
AT1G07985.1	A0A178WEN3,Q3EDG6
AT3G60720.1	Q6NKQ9,A0A178VGF1
AT1G68130.1	Q9C9X7-1,A0A178WFX0
AT1G08810.1	Q8GYP5-1,A0A178WD25
AT1G08790.1	A0A178W6V8,Q9FRR0
AT5G51230.1	Q8L6Y4-1,A0A178UM24
AT4G25315.1	A0A5S9XVP9,Q147K0
AT3G18760.1	A0A384KBE6,Q9LSA1
AT5G22240.1	Q9FMS7
AT5G19890.1	Q39034
AT1G17440.1	Q940A7,A0A7G2DXG2
AT4G18450.1	O49515
AT1G74080.1	Q9C9C8
AT1G04360.1	P93823
AT5G53140.1	Q94AT1,A0A5S9YEP9
AT4G18350.1	O49505
AT5G05770.1	A0A5S9Y1R7,Q9FFK0
AT1G62960.1	Q9LQ10
AT1G58280.2	F4IBB2-1
AT3G50860.1	Q8VZ37
AT2G37860.3	B9DFK5-1
AT3G51220.1	A0A178VA32,Q9SD24
AT3G51380.1	Q9SD11,A0A384L5J3
AT2G48060.1	F4IN58
AT4G29660.1	Q94K18,A0A5S9XX12
AT5G62580.1	Q6NPR6,A0A5S9YGL4
AT5G62600.1	Q8GUL2
AT1G30475.1	A8MQH6
AT5G48820.2	F4K388
AT5G48657.1	F4K365
